global_index,original_excel_row,ma_phong_ban_1,ten_phong_ban_1,kinh_do_1,vi_do_1,ma_phong_ban_2,ten_phong_ban_2,kinh_do_2,vi_do_2,khoang_cach_chim_bay,tinh_thanh,PART_ID,row_in_part,Khoảng cách đường bộ,Khoảng cách đường bộ km,thời gian,source_output_file,source_kind,crawl_status,directed_pair_key_by_code,undirected_pair_key_by_code,directed_pair_key_by_coord,undirected_pair_key_by_coord,matched_by,old_distance_km,new_distance_km,old_duration,new_duration,old_ratio_to_air,new_ratio_to_air,distance_diff_km,distance_abs_diff_km,distance_change_pct,compare_status,recrawl_priority,recrawl_group,pair_key,recrawl_batch
15373,15375,14433000,PGD Liên Hà,105.9005049,21.1525298,32038000,PGD Xuân Thủy,105.7916411,21.0160609,18.91668431199353,TP. Hà Nội,154,73,"12 min
3.7 km",3.7,12 min,part/output_part_154/ket_qua_tu_0_den_99.xlsx,original_output,ok,14433000__32038000,14433000__32038000,"21.15253,105.90050__21.01606,105.79164","21.01606,105.79164__21.15253,105.90050",directed_pair_key_by_code,24.9,3.7,,12 min,,0.1956,-21.2,21.2,0.8514,SUSPECT_CHANGED,HIGH,HIGH,14433000__32038000,batch_03
18485,18487,34631000,PGD Chí Linh,106.3874774,21.1088944,34632000,PGD Kim Thành,106.5071794,20.9625126,20.47621327341965,TP. Hải Phòng,185,85,"13 min
8.4 km",8.4,13 min,part/output_part_185/ket_qua_tu_0_den_99.xlsx,original_output,ok,34631000__34632000,34631000__34632000,"21.10889,106.38748__20.96251,106.50718","20.96251,106.50718__21.10889,106.38748",directed_pair_key_by_code,35.5,8.4,,13 min,,0.4102,-27.1,27.1,0.7634,SUSPECT_CHANGED,HIGH,HIGH,34631000__34632000,batch_03
18795,18797,64031000,PGD Tân Phước Khánh,106.7169545,11.003797,90134000,PGD Đồng An,106.6795064,11.0474348,6.344286290093622,TP. Hồ Chí Minh,188,95,"41 min
24.3 km",24.3,41 min,part/output_part_188/ket_qua_tu_0_den_99.xlsx,original_output,ok,64031000__90134000,64031000__90134000,"11.00380,106.71695__11.04743,106.67951","11.00380,106.71695__11.04743,106.67951",directed_pair_key_by_code,9.4,24.3,,41 min,,3.8302,14.9,14.9,1.5851,SUSPECT_CHANGED,HIGH,HIGH,64031000__90134000,batch_03
15250,15252,14431000,PGD Đồng Dầu,105.8967949,21.0917805,32036000,PGD Thanh Trì,105.8451667,20.9449444,17.18437767388784,TP. Hà Nội,153,50,"7 min
3.9 km",3.9,7 min,part/output_part_153/ket_qua_tu_0_den_99.xlsx,original_output,ok,14431000__32036000,14431000__32036000,"21.09178,105.89679__20.94494,105.84517","20.94494,105.84517__21.09178,105.89679",directed_pair_key_by_code,24.9,3.9,,7 min,,0.227,-21.0,21.0,0.8434,SUSPECT_CHANGED,HIGH,HIGH,14431000__32036000,batch_03
18184,18186,16834000,PGD Thanh Niên,106.7206766,20.8294995,34434000,PGD Phú Thứ,106.5619147,21.0241755,27.21180083878694,TP. Hải Phòng,182,84,"16 min
9.0 km",9.0,16 min,part/output_part_182/ket_qua_tu_0_den_99.xlsx,original_output,ok,16834000__34434000,16834000__34434000,"20.82950,106.72068__21.02418,106.56191","20.82950,106.72068__21.02418,106.56191",directed_pair_key_by_code,38.0,9.0,,16 min,,0.3307,-29.0,29.0,0.7632,SUSPECT_CHANGED,HIGH,HIGH,16834000__34434000,batch_03
18796,18798,64031000,PGD Tân Phước Khánh,106.7169545,11.003797,90135000,PGD Thuận Giao,106.7227778,10.9482778,6.206103220016426,TP. Hồ Chí Minh,188,96,"34 min
19.6 km",19.6,34 min,part/output_part_188/ket_qua_tu_0_den_99.xlsx,original_output,ok,64031000__90135000,64031000__90135000,"11.00380,106.71695__10.94828,106.72278","10.94828,106.72278__11.00380,106.71695",directed_pair_key_by_code,7.6,19.6,,34 min,,3.1582,12.0,12.0,1.5789,SUSPECT_CHANGED,HIGH,HIGH,64031000__90135000,batch_03
16321,16323,18832000,PGD Trần Khánh Dư,105.8626193,21.0142367,32036000,PGD Thanh Trì,105.8451667,20.9449444,7.915161082642015,TP. Hà Nội,164,21,"43 min
18.6 km",18.6,43 min,part/output_part_164/ket_qua_tu_0_den_99.xlsx,original_output,ok,18832000__32036000,18832000__32036000,"21.01424,105.86262__20.94494,105.84517","20.94494,105.84517__21.01424,105.86262",directed_pair_key_by_code,10.1,18.6,,43 min,,2.3499,8.5,8.5,0.8416,SUSPECT_CHANGED,HIGH,HIGH,18832000__32036000,batch_03
17587,17589,16230000,PGD Đồ Sơn,106.7828225,20.7164627,34634000,PGD Thành Đông,106.3032013,20.9271165,55.0775079935618,TP. Hải Phòng,176,87,"29 min
15.9 km",15.9,29 min,part/output_part_176/ket_qua_tu_0_den_99.xlsx,original_output,ok,16230000__34634000,16230000__34634000,"20.71646,106.78282__20.92712,106.30320","20.71646,106.78282__20.92712,106.30320",directed_pair_key_by_code,66.7,15.9,,29 min,,0.2887,-50.8,50.8,0.7616,SUSPECT_CHANGED,HIGH,HIGH,16230000__34634000,batch_03
22882,22884,90235000,PGD Trần Hưng Đạo,106.6935312,10.7656379,90800000,CN 4 Thành phố Hồ Chí Minh,106.7025623,10.7659462,0.987134117136546,TP. Hồ Chí Minh,229,82,"14 min
5.4 km",5.4,14 min,part/output_part_229/ket_qua_tu_0_den_99.xlsx,original_output,ok,90235000__90800000,90235000__90800000,"10.76564,106.69353__10.76595,106.70256","10.76564,106.69353__10.76595,106.70256",directed_pair_key_by_code,2.1,5.4,,14 min,,5.4704,3.3,3.3,1.5714,SUSPECT_CHANGED,HIGH,HIGH,90235000__90800000,batch_03
16736,16738,26437000,PGD Nghĩa Đô,105.7707326,21.0732711,32037000,PGD Thanh Niên,105.8406691,21.0489923,7.742982193764582,TP. Hà Nội,168,36,"44 min
20.8 km",20.8,44 min,part/output_part_168/ket_qua_tu_0_den_99.xlsx,original_output,ok,26437000__32037000,26437000__32037000,"21.07327,105.77073__21.04899,105.84067","21.04899,105.84067__21.07327,105.77073",directed_pair_key_by_code,11.3,20.8,,44 min,,2.6863,9.5,9.5,0.8407,SUSPECT_CHANGED,HIGH,HIGH,26437000__32037000,batch_03
17579,17581,16230000,PGD Đồ Sơn,106.7828225,20.7164627,34432000,PGD Tiền Trung,106.3749916,20.9702105,50.9142471703535,TP. Hải Phòng,176,79,"37 min
18.5 km",18.5,37 min,part/output_part_176/ket_qua_tu_0_den_99.xlsx,original_output,ok,16230000__34432000,16230000__34432000,"20.71646,106.78282__20.97021,106.37499","20.71646,106.78282__20.97021,106.37499",directed_pair_key_by_code,75.8,18.5,,37 min,,0.3634,-57.3,57.3,0.7559,SUSPECT_CHANGED,HIGH,HIGH,16230000__34432000,batch_03
22704,22706,90200000,CN 1 Thành phố Hồ Chí Minh,106.701474,10.7706429,92400000,CN 7 Thành phố Hồ Chí Minh,106.6991015,10.801716,3.464880743590776,TP. Hồ Chí Minh,228,4,"31 min
12.3 km",12.3,31 min,part/output_part_228/ket_qua_tu_0_den_99.xlsx,original_output,ok,90200000__92400000,90200000__92400000,"10.77064,106.70147__10.80172,106.69910","10.77064,106.70147__10.80172,106.69910",directed_pair_key_by_code,4.8,12.3,,31 min,,3.5499,7.5,7.5,1.5625,SUSPECT_CHANGED,HIGH,HIGH,90200000__92400000,batch_03
16778,16780,32000000,CN Thành An,105.7625489,20.9756127,32630000,PGD Đại An,105.7936961,20.9845139,3.381887254559734,TP. Hà Nội,168,78,"28 min
7.9 km",7.9,28 min,part/output_part_168/ket_qua_tu_0_den_99.xlsx,original_output,ok,32000000__32630000,32000000__32630000,"20.97561,105.76255__20.98451,105.79370","20.97561,105.76255__20.98451,105.79370",directed_pair_key_by_code,4.3,7.9,,28 min,,2.336,3.6,3.6,0.8372,SUSPECT_CHANGED,HIGH,HIGH,32000000__32630000,batch_03
18072,18074,16800000,CN Ngô Quyền,106.6925006,20.8607247,34038000,PGD Ninh Giang,106.3916714,20.7346741,34.26854766267772,TP. Hải Phòng,181,72,"22 min
14.6 km",14.6,22 min,part/output_part_181/ket_qua_tu_0_den_99.xlsx,original_output,ok,16800000__34038000,16800000__34038000,"20.86072,106.69250__20.73467,106.39167","20.73467,106.39167__20.86072,106.69250",directed_pair_key_by_code,59.1,14.6,,22 min,,0.426,-44.5,44.5,0.753,SUSPECT_CHANGED,HIGH,HIGH,16800000__34038000,batch_03
19054,19056,64033000,PGD Dĩ An,106.7573326,10.9062265,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,16.20072443505252,TP. Hồ Chí Minh,191,54,"1 hr 11 min
49.9 km",49.9,1 hr 11 min,part/output_part_191/ket_qua_tu_0_den_99.xlsx,original_output,ok,64033000__90000000,64033000__90000000,"10.90623,106.75733__10.77051,106.70337","10.77051,106.70337__10.90623,106.75733",directed_pair_key_by_code,19.6,49.9,,1 hr 11 min,,3.0801,30.3,30.3,1.5459,SUSPECT_CHANGED,HIGH,HIGH,64033000__90000000,batch_03
17127,17129,32600000,CN Thăng Long,105.782865,21.015783,32832000,PGD Chương Mỹ,105.7115107,20.9263435,12.40146605657592,TP. Hà Nội,172,27,"6 min
2.7 km",2.7,6 min,part/output_part_172/ket_qua_tu_0_den_99.xlsx,original_output,ok,32600000__32832000,32600000__32832000,"21.01578,105.78287__20.92634,105.71151","20.92634,105.71151__21.01578,105.78287",directed_pair_key_by_code,16.2,2.7,,6 min,,0.2177,-13.5,13.5,0.8333,SUSPECT_CHANGED,HIGH,HIGH,32600000__32832000,batch_03
17763,17765,16433000,PGD KCN VSIP,106.683083,20.904877,16900000,CN Kiến An,106.6256763,20.8098579,12.13321004753578,TP. Hải Phòng,178,63,"39 min
27.3 km",27.3,39 min,part/output_part_178/ket_qua_tu_0_den_99.xlsx,original_output,ok,16433000__16900000,16433000__16900000,"20.90488,106.68308__20.80986,106.62568","20.80986,106.62568__20.90488,106.68308",directed_pair_key_by_code,15.6,27.3,,39 min,,2.25,11.7,11.7,0.75,SUSPECT_CHANGED,HIGH,HIGH,16433000__16900000,batch_03
18878,18880,64031000,PGD Tân Phước Khánh,106.7169545,11.003797,94200000,CN 11 Thành phố Hồ Chí Minh,106.6474356,10.7568213,28.49235285765904,TP. Hồ Chí Minh,189,78,"1 hr 54 min
90.0 km",90.0,1 hr 54 min,part/output_part_189/ket_qua_tu_0_den_99.xlsx,original_output,ok,64031000__94200000,64031000__94200000,"11.00380,106.71695__10.75682,106.64744","10.75682,106.64744__11.00380,106.71695",directed_pair_key_by_code,35.5,90.0,,1 hr 54 min,,3.1587,54.5,54.5,1.5352,SUSPECT_CHANGED,HIGH,HIGH,64031000__94200000,batch_03
16514,16516,18933000,PGD Trần Bình,105.7759371,21.0300786,32200000,CN Đô Thành,105.7755539,20.9755068,6.068246062439671,TP. Hà Nội,166,14,"6 min
1.6 km",1.6,6 min,part/output_part_166/ket_qua_tu_0_den_99.xlsx,original_output,ok,18933000__32200000,18933000__32200000,"21.03008,105.77594__20.97551,105.77555","20.97551,105.77555__21.03008,105.77594",directed_pair_key_by_code,9.3,1.6,,6 min,,0.2637,-7.7,7.7,0.828,SUSPECT_CHANGED,HIGH,HIGH,18933000__32200000,batch_03
17214,17216,16000000,CN Hải Phòng,106.6892541,20.8616368,34633000,PGD Nam Sách,106.331765,20.995948,40.01958956713557,TP. Hải Phòng,173,14,"26 min
11.1 km",11.1,26 min,part/output_part_173/ket_qua_tu_0_den_99.xlsx,original_output,ok,16000000__34633000,16000000__34633000,"20.86164,106.68925__20.99595,106.33177","20.86164,106.68925__20.99595,106.33177",directed_pair_key_by_code,44.2,11.1,,26 min,,0.2774,-33.1,33.1,0.7489,SUSPECT_CHANGED,HIGH,HIGH,16000000__34633000,batch_03
19581,19583,88000000,CN Bà Rịa - Vũng Tàu,107.0753056,10.3481944,88039000,PGD Châu Đức,107.2451534,10.6454008,37.90796398503764,TP. Hồ Chí Minh,196,81,"1 hr 51 min
107 km",107.0,1 hr 51 min,part/output_part_196/ket_qua_tu_0_den_99.xlsx,original_output,ok,88000000__88039000,88000000__88039000,"10.34819,107.07531__10.64540,107.24515","10.34819,107.07531__10.64540,107.24515",directed_pair_key_by_code,42.3,107.0,,1 hr 51 min,,2.8226,64.7,64.7,1.5296,SUSPECT_CHANGED,HIGH,HIGH,88000000__88039000,batch_03
16193,16195,18800000,CN Hà Thành,105.7602524,21.0451734,32032000,PGD Quốc Oai,105.6409498,20.9993218,13.39144026068167,TP. Hà Nội,162,93,"12 min
3.6 km",3.6,12 min,part/output_part_162/ket_qua_tu_0_den_99.xlsx,original_output,ok,18800000__32032000,18800000__32032000,"21.04517,105.76025__20.99932,105.64095","20.99932,105.64095__21.04517,105.76025",directed_pair_key_by_code,20.8,3.6,,12 min,,0.2688,-17.2,17.2,0.8269,SUSPECT_CHANGED,HIGH,HIGH,18800000__32032000,batch_03
17782,17784,16433000,PGD KCN VSIP,106.683083,20.904877,34600000,CN Tây Hải Phòng,106.3111689,20.9346703,38.77073771007077,TP. Hải Phòng,178,82,"17 min
12.2 km",12.2,17 min,part/output_part_178/ket_qua_tu_0_den_99.xlsx,original_output,ok,16433000__34600000,16433000__34600000,"20.90488,106.68308__20.93467,106.31117","20.90488,106.68308__20.93467,106.31117",directed_pair_key_by_code,48.3,12.2,,17 min,,0.3147,-36.1,36.1,0.7474,SUSPECT_CHANGED,HIGH,HIGH,16433000__34600000,batch_03
21770,21772,90100000,CN Đông Thành phố Hồ Chí Minh,106.7458566,10.8818676,94632000,PGD Lê Văn Việt,106.7866377,10.8453187,6.029034192640108,TP. Hồ Chí Minh,218,70,"1 hr 3 min
26.0 km",26.0,1 hr 3 min,part/output_part_218/ket_qua_tu_0_den_99.xlsx,original_output,ok,90100000__94632000,90100000__94632000,"10.88187,106.74586__10.84532,106.78664","10.84532,106.78664__10.88187,106.74586",directed_pair_key_by_code,10.3,26.0,,1 hr 3 min,,4.3125,15.7,15.7,1.5243,SUSPECT_CHANGED,HIGH,HIGH,90100000__94632000,batch_03
17063,17065,32400000,CN Quang Trung,105.7853611,20.9787911,32436000,PGD Đại Kim,105.8210842,20.9724783,3.774844028743724,TP. Hà Nội,171,63,"4 min
1.2 km",1.2,4 min,part/output_part_171/ket_qua_tu_0_den_99.xlsx,original_output,ok,32400000__32436000,32400000__32436000,"20.97879,105.78536__20.97248,105.82108","20.97248,105.82108__20.97879,105.78536",directed_pair_key_by_code,6.9,1.2,,4 min,,0.3179,-5.7,5.7,0.8261,SUSPECT_CHANGED,HIGH,HIGH,32400000__32436000,batch_03
17273,17275,16031000,PGD Thuỷ Nguyên,106.6802481,20.920697,16400000,CN Lê Chân,106.6724123,20.8541282,7.446750395199483,TP. Hải Phòng,173,73,"29 min
15.7 km",15.7,29 min,part/output_part_173/ket_qua_tu_0_den_99.xlsx,original_output,ok,16031000__16400000,16031000__16400000,"20.92070,106.68025__20.85413,106.67241","20.85413,106.67241__20.92070,106.68025",directed_pair_key_by_code,9.0,15.7,,29 min,,2.1083,6.7,6.7,0.7444,SUSPECT_CHANGED,HIGH,HIGH,16031000__16400000,batch_03
21229,21231,90037000,PGD Thành Thái,106.664006,10.7750228,90632000,PGD Vườn Chuối,106.6839927,10.7723266,2.203737053545169,TP. Hồ Chí Minh,213,29,"31 min
8.3 km",8.3,31 min,part/output_part_213/ket_qua_tu_0_den_99.xlsx,original_output,ok,90037000__90632000,90037000__90632000,"10.77502,106.66401__10.77233,106.68399","10.77233,106.68399__10.77502,106.66401",directed_pair_key_by_code,3.3,8.3,,31 min,,3.7663,5.0,5.0,1.5152,SUSPECT_CHANGED,HIGH,HIGH,90037000__90632000,batch_03
16209,16211,18800000,CN Hà Thành,105.7602524,21.0451734,32600000,CN Thăng Long,105.782865,21.015783,4.02347121718432,TP. Hà Nội,163,9,"29 min
10.4 km",10.4,29 min,part/output_part_163/ket_qua_tu_0_den_99.xlsx,original_output,ok,18800000__32600000,18800000__32600000,"21.04517,105.76025__21.01578,105.78287","21.01578,105.78287__21.04517,105.76025",directed_pair_key_by_code,5.7,10.4,,29 min,,2.5848,4.7,4.7,0.8246,SUSPECT_CHANGED,HIGH,HIGH,18800000__32600000,batch_03
17463,17465,16132000,PGD Thắng Lợi,106.6384466,20.8601613,16434000,PGD Hoa Phượng,106.6919632,20.8290041,6.552174343506513,TP. Hải Phòng,175,63,"8 min
2.1 km",2.1,8 min,part/output_part_175/ket_qua_tu_0_den_99.xlsx,original_output,ok,16132000__16434000,16132000__16434000,"20.86016,106.63845__20.82900,106.69196","20.82900,106.69196__20.86016,106.63845",directed_pair_key_by_code,8.1,2.1,,8 min,,0.3205,-6.0,6.0,0.7407,SUSPECT_CHANGED,HIGH,HIGH,16132000__16434000,batch_03
23462,23464,90331000,PGD Bình Trưng Tây,106.7566664,10.788686,94731000,PGD METRO,106.7414503,10.8007134,2.133284257039942,TP. Hồ Chí Minh,235,62,"22 min
9.3 km",9.3,22 min,part/output_part_235/ket_qua_tu_0_den_99.xlsx,original_output,ok,90331000__94731000,90331000__94731000,"10.78869,106.75667__10.80071,106.74145","10.78869,106.75667__10.80071,106.74145",directed_pair_key_by_code,3.7,9.3,,22 min,,4.3595,5.6,5.6,1.5135,SUSPECT_CHANGED,HIGH,HIGH,90331000__94731000,batch_03
14986,14988,14233000,PGD Bạch Mai,105.850209,20.9995637,26430000,PGD Đô Thành,105.7940899,21.0096624,5.932758824089224,TP. Hà Nội,150,86,"32 min
15.3 km",15.3,32 min,part/output_part_150/ket_qua_tu_0_den_99.xlsx,original_output,ok,14233000__26430000,14233000__26430000,"20.99956,105.85021__21.00966,105.79409","20.99956,105.85021__21.00966,105.79409",directed_pair_key_by_code,8.4,15.3,,32 min,,2.5789,6.9,6.9,0.8214,SUSPECT_CHANGED,HIGH,HIGH,14233000__26430000,batch_03
17725,17727,16432000,PGD Trần Hưng Đạo,106.6870194,20.8601165,16900000,CN Kiến An,106.6256763,20.8098579,8.477748718174185,TP. Hải Phòng,178,25,"8 min
2.6 km",2.6,8 min,part/output_part_178/ket_qua_tu_0_den_99.xlsx,original_output,ok,16432000__16900000,16432000__16900000,"20.86012,106.68702__20.80986,106.62568","20.80986,106.62568__20.86012,106.68702",directed_pair_key_by_code,10.0,2.6,,8 min,,0.3067,-7.4,7.4,0.74,SUSPECT_CHANGED,HIGH,HIGH,16432000__16900000,batch_03
19375,19377,64035000,PGD Tân Đông Hiệp,106.7422824,10.9280524,92033000,PGD Hoa Việt,106.6587496,10.7525874,21.53825393767359,TP. Hồ Chí Minh,194,75,"1 hr 28 min
61.0 km",61.0,1 hr 28 min,part/output_part_194/ket_qua_tu_0_den_99.xlsx,original_output,ok,64035000__92033000,64035000__92033000,"10.92805,106.74228__10.75259,106.65875","10.75259,106.65875__10.92805,106.74228",directed_pair_key_by_code,24.4,61.0,,1 hr 28 min,,2.8322,36.6,36.6,1.5,SUSPECT_CHANGED,HIGH,HIGH,64035000__92033000,batch_03
15739,15741,14533000,PGD Bắc Hà,105.8928539,21.0605622,14633000,PGD Hoài Đức,105.7073133,21.0703111,19.28292312421294,TP. Hà Nội,158,39,"13 min
5.7 km",5.7,13 min,part/output_part_158/ket_qua_tu_0_den_99.xlsx,original_output,ok,14533000__14633000,14533000__14633000,"21.06056,105.89285__21.07031,105.70731","21.06056,105.89285__21.07031,105.70731",directed_pair_key_by_code,31.6,5.7,,13 min,,0.2956,-25.9,25.9,0.8196,SUSPECT_CHANGED,HIGH,HIGH,14533000__14633000,batch_03
17230,17232,16030000,PGD Dương Kinh,106.6977222,20.8173333,16437000,PGD Vĩnh Bảo,106.484306,20.694147,26.07784145567719,TP. Hải Phòng,173,30,"28 min
11.1 km",11.1,28 min,part/output_part_173/ket_qua_tu_0_den_99.xlsx,original_output,ok,16030000__16437000,16030000__16437000,"20.81733,106.69772__20.69415,106.48431","20.69415,106.48431__20.81733,106.69772",directed_pair_key_by_code,42.3,11.1,,28 min,,0.4256,-31.2,31.2,0.7376,SUSPECT_CHANGED,HIGH,HIGH,16030000__16437000,batch_03
22182,22184,90133000,PGD An Bình,106.7684689,10.894937,92831000,PGD Hiệp Thành,106.6434221,10.8767708,13.80298825028303,TP. Hồ Chí Minh,222,82,"1 hr 43 min
43.2 km",43.2,1 hr 43 min,part/output_part_222/ket_qua_tu_0_den_99.xlsx,original_output,ok,90133000__92831000,90133000__92831000,"10.89494,106.76847__10.87677,106.64342","10.87677,106.64342__10.89494,106.76847",directed_pair_key_by_code,17.4,43.2,,1 hr 43 min,,3.1298,25.8,25.8,1.4828,SUSPECT_CHANGED,HIGH,HIGH,90133000__92831000,batch_03
16406,16408,18834000,PGD Hinode Royal Park,105.7136789,21.0574579,32232000,PGD Nhuệ Giang,105.7568642,20.9719329,10.5134707520061,TP. Hà Nội,165,6,"8 min
2.6 km",2.6,8 min,part/output_part_165/ket_qua_tu_0_den_99.xlsx,original_output,ok,18834000__32232000,18834000__32232000,"21.05746,105.71368__20.97193,105.75686","20.97193,105.75686__21.05746,105.71368",directed_pair_key_by_code,14.3,2.6,,8 min,,0.2473,-11.7,11.7,0.8182,SUSPECT_CHANGED,HIGH,HIGH,18834000__32232000,batch_03
17925,17927,16600000,CN Hồng Bàng,106.6801217,20.8600773,34630000,PGD Gia Lộc,106.2962506,20.8812211,39.95314504134534,TP. Hải Phòng,180,25,"29 min
18.2 km",18.2,29 min,part/output_part_180/ket_qua_tu_0_den_99.xlsx,original_output,ok,16600000__34630000,16600000__34630000,"20.86008,106.68012__20.88122,106.29625","20.86008,106.68012__20.88122,106.29625",directed_pair_key_by_code,68.1,18.2,,29 min,,0.4555,-49.9,49.9,0.7327,SUSPECT_CHANGED,HIGH,HIGH,16600000__34630000,batch_03
22857,22859,90233000,PGD Sala,106.7243851,10.769637,94700000,CN Thủ Đức,106.7575507,10.8576366,10.43408593010044,TP. Hồ Chí Minh,229,57,"1 hr 33 min
36.8 km",36.8,1 hr 33 min,part/output_part_229/ket_qua_tu_0_den_99.xlsx,original_output,ok,90233000__94700000,90233000__94700000,"10.76964,106.72439__10.85764,106.75755","10.76964,106.72439__10.85764,106.75755",directed_pair_key_by_code,14.9,36.8,,1 hr 33 min,,3.5269,21.9,21.9,1.4698,SUSPECT_CHANGED,HIGH,HIGH,90233000__94700000,batch_03
16204,16206,18800000,CN Hà Thành,105.7602524,21.0451734,32400000,CN Quang Trung,105.7853611,20.9787911,7.828008453180713,TP. Hà Nội,163,4,"30 min
20.7 km",20.7,30 min,part/output_part_163/ket_qua_tu_0_den_99.xlsx,original_output,ok,18800000__32400000,18800000__32400000,"21.04517,105.76025__20.97879,105.78536","20.97879,105.78536__21.04517,105.76025",directed_pair_key_by_code,11.4,20.7,,30 min,,2.6444,9.3,9.3,0.8158,SUSPECT_CHANGED,HIGH,HIGH,18800000__32400000,batch_03
18066,18068,16800000,CN Ngô Quyền,106.6925006,20.8607247,34031000,PGD Trần Hưng Đạo,106.3328297,20.9392325,38.3685188812259,TP. Hải Phòng,181,66,"25 min
12.2 km",12.2,25 min,part/output_part_181/ket_qua_tu_0_den_99.xlsx,original_output,ok,16800000__34031000,16800000__34031000,"20.86072,106.69250__20.93923,106.33283","20.86072,106.69250__20.93923,106.33283",directed_pair_key_by_code,45.3,12.2,,25 min,,0.318,-33.1,33.1,0.7307,SUSPECT_CHANGED,HIGH,HIGH,16800000__34031000,batch_03
22647,22649,90137000,PGD Long Bình,106.8237366,10.8413876,94633000,PGD Đỗ Xuân Hợp,106.7687958,10.8279369,6.183841255451787,TP. Hồ Chí Minh,227,47,"51 min
23.7 km",23.7,51 min,part/output_part_227/ket_qua_tu_0_den_99.xlsx,original_output,ok,90137000__94633000,90137000__94633000,"10.84139,106.82374__10.82794,106.76880","10.82794,106.76880__10.84139,106.82374",directed_pair_key_by_code,9.6,23.7,,51 min,,3.8326,14.1,14.1,1.4688,SUSPECT_CHANGED,HIGH,HIGH,90137000__94633000,batch_03
16335,16337,18832000,PGD Trần Khánh Dư,105.8626193,21.0142367,32600000,CN Thăng Long,105.782865,21.015783,8.280210478061434,TP. Hà Nội,164,35,"53 min
25.2 km",25.2,53 min,part/output_part_164/ket_qua_tu_0_den_99.xlsx,original_output,ok,18832000__32600000,18832000__32600000,"21.01424,105.86262__21.01578,105.78287","21.01424,105.86262__21.01578,105.78287",directed_pair_key_by_code,13.9,25.2,,53 min,,3.0434,11.3,11.3,0.8129,SUSPECT_CHANGED,HIGH,HIGH,18832000__32600000,batch_03
18390,18392,34036000,PGD Thanh Miện,106.2458398,20.7856639,34431000,PGD Thanh Hà,106.4303172,20.896746,22.80540576112914,TP. Hải Phòng,184,90,"19 min
11.4 km",11.4,19 min,part/output_part_184/ket_qua_tu_0_den_99.xlsx,original_output,ok,34036000__34431000,34036000__34431000,"20.78566,106.24584__20.89675,106.43032","20.78566,106.24584__20.89675,106.43032",directed_pair_key_by_code,41.9,11.4,,19 min,,0.4999,-30.5,30.5,0.7279,SUSPECT_CHANGED,HIGH,HIGH,34036000__34431000,batch_03
21359,21361,90039000,PGD An Đông,106.6728395,10.7574677,91033000,PGD Nguyễn Văn Cừ,106.6925748,10.7609209,2.189818176277595,TP. Hồ Chí Minh,214,59,"28 min
8.1 km",8.1,28 min,part/output_part_214/ket_qua_tu_0_den_99.xlsx,original_output,ok,90039000__91033000,90039000__91033000,"10.75747,106.67284__10.76092,106.69257","10.75747,106.67284__10.76092,106.69257",directed_pair_key_by_code,3.3,8.1,,28 min,,3.6989,4.8,4.8,1.4545,SUSPECT_CHANGED,HIGH,HIGH,90039000__91033000,batch_03
14979,14981,14233000,PGD Bạch Mai,105.850209,20.9995637,18833000,PGD Xuân La,105.8089683,21.0620134,8.15729351411988,TP. Hà Nội,150,79,"59 min
23.0 km",23.0,59 min,part/output_part_150/ket_qua_tu_0_den_99.xlsx,original_output,ok,14233000__18833000,14233000__18833000,"20.99956,105.85021__21.06201,105.80897","20.99956,105.85021__21.06201,105.80897",directed_pair_key_by_code,12.7,23.0,,59 min,,2.8196,10.3,10.3,0.811,SUSPECT_CHANGED,HIGH,HIGH,14233000__18833000,batch_03
17851,17853,16435000,PGD Trần Nguyên Hãn,106.6692966,20.8452886,34431000,PGD Thanh Hà,106.4303172,20.896746,25.48046091250216,TP. Hải Phòng,179,51,"18 min
8.8 km",8.8,18 min,part/output_part_179/ket_qua_tu_0_den_99.xlsx,original_output,ok,16435000__34431000,16435000__34431000,"20.84529,106.66930__20.89675,106.43032","20.84529,106.66930__20.89675,106.43032",directed_pair_key_by_code,32.1,8.8,,18 min,,0.3454,-23.3,23.3,0.7259,SUSPECT_CHANGED,HIGH,HIGH,16435000__34431000,batch_03
22879,22881,90235000,PGD Trần Hưng Đạo,106.6935312,10.7656379,90632000,PGD Vườn Chuối,106.6839927,10.7723266,1.280169910298853,TP. Hồ Chí Minh,229,79,"14 min
4.9 km",4.9,14 min,part/output_part_229/ket_qua_tu_0_den_99.xlsx,original_output,ok,90235000__90632000,90235000__90632000,"10.76564,106.69353__10.77233,106.68399","10.76564,106.69353__10.77233,106.68399",directed_pair_key_by_code,2.0,4.9,,14 min,,3.8276,2.9,2.9,1.45,SUSPECT_CHANGED,HIGH,HIGH,90235000__90632000,batch_03
16183,16185,18800000,CN Hà Thành,105.7602524,21.0451734,18934000,PGD Hoàng Quốc Việt,105.7979281,21.0468722,3.914450717971591,TP. Hà Nội,162,83,"32 min
12.3 km",12.3,32 min,part/output_part_162/ket_qua_tu_0_den_99.xlsx,original_output,ok,18800000__18934000,18800000__18934000,"21.04517,105.76025__21.04687,105.79793","21.04517,105.76025__21.04687,105.79793",directed_pair_key_by_code,6.8,12.3,,32 min,,3.1422,5.5,5.5,0.8088,SUSPECT_CHANGED,HIGH,HIGH,18800000__18934000,batch_03
